Collateral,MaxSupply,Budget,PriceBef,ActiveBef,PossibleBef,Circulation,Controlled,Target,MaliciousNet,FrozenBef,PurchaseBef,PurchaseAft,Cost,PriceAft,FrozenAft,PossibleAft,ActiveAft,Malicious,MalDownvote,MalUpvote,ExpVoters,ExpVotAtt
1000,18900000,0,1.0,1000,7758,8758596,500,3500,1101,1000000,3000,0,53379664.998,34.59,4000000,4758,4000,3500,3301,2727,600,661
