Collateral,MaxSupply,Budget,PriceBef,ActiveBef,PossibleBef,Inflation,Circulation,Controlled,Target,BlockRew,MaliciousNet,FrozenBef,PurchaseBef,PurchaseAft,Cost,PriceAft,FrozenAft,PossibleAft,ActiveAft,Malicious,MalDownvote,MalUpvote,ExpVoters,ExpVotAtt
1000,18900000,0,74.63,4881,4113,-13.0,8994092,0,0,3.11,5371,4881000,5371,4113,326071920.597,83.93,8994000,0,8994,4113,4526,3738,2929,3223
